relative_path,top_level_group,suffix,size_bytes,sha256,directly_used,direct_use_label
Entretiens/E1_ Sebastien_Gille_Transcription.docx,Entretiens,.docx,39900,123ede025fb7c58ed0b0d0d624bb27e20daaddc9a869c1546a5565de7d5a4c3e,0,
Entretiens/E1_Sebastien_Gilles_Transcription.pdf,Entretiens,.pdf,219844,d5846a3651716f85b823113c3bf6d0b32a4a67feb0378687721c2fef44c0cbe4,0,
Entretiens/E2_ Jules_Alain_Rapport.odt,Entretiens,.odt,84656,0d1657e142ea29ef97619610d90482c3d70b2142bda7f512f4d36916afe61e13,0,
Entretiens/E2_ Jules_Alain_Rapport.odt.bak,Entretiens,.bak,89706,b38ea4b7a150302765eaef4aef957643d16a8f8c512f73c1d0762d9a637bfd1c,0,
Entretiens/E2_ Jules_Alain_Rapport.pdf,Entretiens,.pdf,507743,76761bfc1b25e2cdd5cb004f30eacd97b44c05e3bb69ef5e6223dac15838f138,0,
Entretiens/E2_ Jules_Alain_Transcription.docx,Entretiens,.docx,52589,2e345d4fb54c522d1f5f19075718a27e131f8dabb5501c66babbe999b3fea254,0,
Entretiens/E2_Jules_Alain_Transcription.pdf,Entretiens,.pdf,234773,9be394be800f2d45b44ba04debe7b7141eec40c969fc809b07c7acc8cc429385,0,
Entretiens/E3_ Mael_Eric_Rapport.odt,Entretiens,.odt,75264,13a6e52d5de6b8657a4f2ac0d06a45c98ace3a0999807cedfb39d183bbe91ae1,0,
Entretiens/E3_ Mael_Eric_Rapport.odt.bak,Entretiens,.bak,75242,3098d3344f62a23404baa00ed9cba73b1608fd9ad34b9752a3f4b23c705352d6,0,
Entretiens/E3_ Mael_Eric_Rapport.pdf,Entretiens,.pdf,356358,e8c95c1c1b32aa5fd720a680f4eacbf0eaf24a2c70bb6e98645f4359f57cecca,0,
Entretiens/E3_ Mael_Eric_Transcription.docx,Entretiens,.docx,33818,22b7e558dcbb6c10210f31f71b266acf2df5e33ca8160aede96f76fbb0246c21,0,
Entretiens/E3_Mael_Eric_Transcription.pdf,Entretiens,.pdf,154587,1986b3a5494d40befd17202f6a51de4ab35ca3c373ff9f5a644d48f19f73877a,0,
Entretiens/E4_ Francis_Rapport.odt,Entretiens,.odt,54557,253a84e7d1cef120a516f1d67d4f88f855a5da44e740697026399f5b1c41eda2,0,
Entretiens/E4_ Francis_Rapport.odt.bak,Entretiens,.bak,54481,99ab8d30d893544e673be2f7fd80a31caea9eb9c160bfa8b4c5c51ba3a857c8a,0,
Entretiens/E4_ Francis_Rapport.pdf,Entretiens,.pdf,170106,889d44e6274e4c9bc372b0449d08b938a468cc5a91babc2abf12753875e4c73a,0,
Entretiens/E5_ Patrick_Rapport.odt,Entretiens,.odt,48902,dd830d38374a7b2f5504a8c077864287000186f7ce328ed9a5424d6d14ff28dd,0,
Entretiens/E5_ Patrick_Rapport.pdf,Entretiens,.pdf,165774,e228912926e01f049117c6e72d7c11cd53158f8f920131e22b2574ee21e02ea2,0,
Entretiens/E6_ Quorentin_Rapport.odt,Entretiens,.odt,87251,7878e3cb267ff0d07775c9517f512ae0cbd6dbed7a39acfb0692a861213686db,0,
Entretiens/E6_ Quorentin_Rapport.pdf,Entretiens,.pdf,485859,3aef128a29170edc12b6cf9e604a6d8b57ad62d810ff120db72bde39c8edeede,0,
Entretiens/E6_ Quorentin_Transcription.docx,Entretiens,.docx,45684,9cc707600d34efcc3b3b8ff414edcd51b55211f1a07261e6f11f0a00bd913526,0,
Entretiens/E6_ Quorentin_Transcription.pdf,Entretiens,.pdf,199263,91c94810fdf9eea13bb616a7be77cf23003d078a08b2a95bc66e10af9d4e0a4f,0,
Entretiens/Formulaire_Information_Consentement.docx,Entretiens,.docx,19509,e5332d5b01cbcac37703cc6009eb104a4a802c5d115db7c6eef0a9af2d20b526,0,
Entretiens/Formulaire_Information_Consentement.docx.bak,Entretiens,.bak,19509,f99a531b5a7c19d26f0d03664aa8562954722cb19aafa096577c209ea889295a,0,
Entretiens/Formulaire_Information_Consentement.pdf,Entretiens,.pdf,108108,7fc0763ff67a7e36666107e9e6305b925d848e8f8e2438549b4989717c6fde7f,0,
Entretiens/Guide entretien.pdf,Entretiens,.pdf,895639,8b7f26dd0d0309c341dd5f0473b785663d0c99ad5d9c62a77c445b7d30bd7c16,0,
Entretiens/Guide entretien_exploratoire.odt,Entretiens,.odt,456185,e7b9fc42d17c59a3598f373f522e12bd00ca564f21142a2349f12fb20b04a6f1,0,
Entretiens/Guide entretien_qualitatifs.odt,Entretiens,.odt,32317,5c87decfc6229750d7347d4956b9faa2e72276cba4eae80c932f9539c0d39531,0,
Entretiens/Guide entretien_qualitatifs.odt.bak,Entretiens,.bak,32205,3795ef92b07c1c3c94f980abdf50affc2a921c23daaa8649f4dade7214852136,0,
Entretiens/Liste des repondants.txt,Entretiens,.txt,1210,ebea4ee39641e19d4d0fc475977898c709548133661f134e35ad898a1dc0278f,0,
Etude de cas/Cas_positifs.csv.txt,Etude de cas,.txt,6951,8e4e38d47bd61cae168d46927e18b4acf4915af1d57b34dfc277ddad854a0c3d,0,
Etude de cas/Etude de cas.bmp,Etude de cas,.bmp,5752242,6ca72767177ff3c3be94a110103bc311c7b1c4aa3058946f637175aa3878ecb7,0,
Etude de cas/Etude de cas.png,Etude de cas,.png,518216,fc0070fed02aa4d7ad9b737d25d4d3e312ca0ebd2d123b0982eabd411268b952,0,
Etude de cas/FBMP_robots.txt,Etude de cas,.txt,20253,6ff040df4b0af88a7c87357b26777a61f2f0d60b687b9353688b72b1cd5512ec,0,
Etude de cas/QUAN.graphml,Etude de cas,.graphml,18393,81922f1879d39ecd2361cfa6451fdd437b77ddba499717719e5d1b1f9a5a0e2d,0,
Etude de cas/Sans titre.gif,Etude de cas,.gif,635881,116eba11f75fd864932003c36bc6f104421e5109c8af92f70b4a8ecf00b1ef38,0,
Etude de cas/Statistiques Descriptives.ods,Etude de cas,.ods,44629,4d5efb113b4f74a4b30381669a3bd7f7962b4ce2392d9149e492a7b80e9c010d,0,
Etude de cas/Statistiques Descriptives.ods.bak,Etude de cas,.bak,43644,7943c2293f41bcfd65b4f6ee32c01efae05623672c149df0af53cc94f1cb2fff,0,
Etude de cas/Statistiques Descriptives.pdf,Etude de cas,.pdf,492038,f0426607273647a8b0d7635d24cef0b59a84dd460e9b314ca86afe45793126fc,0,
Etude de cas/Statistiques Descriptives.png,Etude de cas,.png,115528,519a2d6cef12b1ebc784d8ed62e2b441156d3e0bdb98a5e3935ea0a280f9d164,0,
Etude de cas/Statistiques.ods.bak,Etude de cas,.bak,46927,427a70c82a48ceb58157b976cb0928c83a9c70e8ef2272fa12cf23e5c25c01d6,0,
Etude de cas/annonces_offre_emploie_autres-petitesannonces-ch.csv,Etude de cas,.csv,218441,62b2971f1f0971fcb9cb2dc106143da115325363b48c41162b85b9dc0e2615bd,0,
Etude de cas/annonces_positives_mules_financieres_500.csv,Etude de cas,.csv,86082,82816e54595e01aef38cd1718c7b0990911561459fadc4ed7f58874da8fcad02,0,
Etude de cas/annonces_positives_mules_financieres_500.csv.bak,Etude de cas,.bak,82075,1dad22af577292d4e78fdc94eb56d2ddf9dfe11783e05a876567ee21a8626611,0,
Etude de cas/etude exploratoire.png,Etude de cas,.png,461589,64f29eadcfaebbc1e8d77aa12fbe750cef8eeb3adb49600230d9448d2c48de55,0,
Etude de cas/exploratoire.bmp,Etude de cas,.bmp,5635138,5b9b8177ee3c2f9a90997be32eed1c0b2ae5e3531de2fbd018dc637a0260d7cf,0,
IAD/fausses_annonces_session.csv,IAD,.csv,68734,91af921acd45120fb803068d722d96d3ff78060d26e34bc728d02b97dcafc725,0,
IAD/fausses_annonces_session.csv.bak,IAD,.bak,68734,91af921acd45120fb803068d722d96d3ff78060d26e34bc728d02b97dcafc725,0,
IAD/jaccard_classification.php,IAD,.php,4295,10adb4a1263c065af422be432ff03f62a2fd0cf84e5da0ec80cd599759bb836f,0,
IAD/www/TF-IDF_classification.php,IAD,.php,5936,c7cc975f81d79652defdcd926eaa6d6d17c038131a91c3940d4114b42e5d89e6,0,
IAD/www/admin.php,IAD,.php,8624,8ac833a783c7c7f84d8f234d341bbb8d7b05183ea94fb0e1e61567931c42d15f,0,
IAD/www/ajouter_annonce.php,IAD,.php,1777,9f03c3850293b606b7723ff64a2881138e9f701cd49460a0fe35542e7758c3aa,0,
IAD/www/annonce_identique_classification.php,IAD,.php,8628,6de284ec9832aec500ee87b206cf1c6c9685a88ed50b682d5c875a648ed5a6ab,0,
IAD/www/annonce_redondante_classification.php,IAD,.php,8373,14b1fcb166a081f11b88340bdd7a166f3c25d8628eb323c5dc09d4b579b1b1f9,0,
IAD/www/annonce_similaire_classification.php,IAD,.php,8552,c035ac56b6dfca0a8926ff75bdd1d96bfd4937600165669b5b2fa54031240c98,0,
IAD/www/annonce_unique_classification.php,IAD,.php,8288,a164188b5e3a1b414106aeffb62832d4924415a21324442281e5bee4da5ca626,0,
IAD/www/annonces_annonces.php,IAD,.php,2566,e479c6e9b7daeef8d083bc1e2200200b04168fd8c319f27301f284ad50b7396e,0,
IAD/www/annonces_dangers.php,IAD,.php,3679,5ed1b2566ac654892116ee758a68793de0f3e3002915cf74dab8cc7f716598dc,0,
IAD/www/annonces_detected.php,IAD,.php,3723,4f187e733af4f970b784a23bba833c48dca3674ea2a4bde3a154e4fdde008a2d,0,
IAD/www/annonces_faible.php,IAD,.php,2566,e479c6e9b7daeef8d083bc1e2200200b04168fd8c319f27301f284ad50b7396e,0,
IAD/www/annonces_fort.php,IAD,.php,3682,8d4ac211723ffc93951e85466a196d9d5ff569dffd8d57c11f4902c8b00e6029,0,
IAD/www/annonces_identified.php,IAD,.php,3688,0bfc4ebc80a3f8604baca6ca403ae68acb0322c755777edeca526bcd51c4d402,0,
IAD/www/annonces_limite.php,IAD,.php,3723,4f187e733af4f970b784a23bba833c48dca3674ea2a4bde3a154e4fdde008a2d,0,
IAD/www/annonces_marque.php,IAD,.php,3688,0bfc4ebc80a3f8604baca6ca403ae68acb0322c755777edeca526bcd51c4d402,0,
IAD/www/annonces_negative.php,IAD,.php,3682,8d4ac211723ffc93951e85466a196d9d5ff569dffd8d57c11f4902c8b00e6029,0,
IAD/www/annonces_positive.php,IAD,.php,3679,5ed1b2566ac654892116ee758a68793de0f3e3002915cf74dab8cc7f716598dc,0,
IAD/www/annonces_similaires.php,IAD,.php,3712,9f85783c0f428e39cc35971de4d94c3783f6560d8915f5c21adee4314b69dda7,0,
IAD/www/collecte.php,IAD,.php,2561,f95b743b921c68e77124e1b5b5d6a96eefac75d7b47ba612e33f243169c53aca,0,
IAD/www/content.php,IAD,.php,2831,fe30854f8e75e1cbd63b94ce623ae2120bf4d3bdac62808024c44b7c36458f18,0,
IAD/www/contents.php,IAD,.php,5797,d30c8fbb3aeb50d84c19ae1e7c33f483cb2fa6c2d8ca279a236437591d181ebe,0,
IAD/www/cosine_classification.php,IAD,.php,4652,26e142c2694c21c20696b584139360ceb4d8ef15856cc77bed69c29d104762b9,0,
IAD/www/cosinus_similarity_profile.php,IAD,.php,4733,5e233be1f576a6339ce38b115c2d51879d9e4c446277a9827ff25b95b7c991bf,0,
IAD/www/creation_date1_classification.php,IAD,.php,8050,d67651f667628894eeace118f9b4dad18700fec5e560fd341e886b08c089e7ed,0,
IAD/www/creation_date2_classification.php,IAD,.php,8014,83add752925e886226c05b8c28fd339fdbfede3bcb766b3c21e73f02b695f247,0,
IAD/www/creation_date3_classification.php,IAD,.php,8016,53685ad64e48dff839d5f715cabef986350d885ed1d60c893adadf52f44fc1df,0,
IAD/www/creation_date4_classification.php,IAD,.php,7731,c55770b6656f072d816361676c4b2cf312482fe07e7d49acb3d07d07a6d9745b,0,
IAD/www/delete.php,IAD,.php,5107,79e7b0737970f162b411a6a23b2324e389b659bd589979a776726f04c0392bbe,0,
IAD/www/demande.php,IAD,.php,2782,73c8087742450d087e8e8b039d3b570fdf2337eb2d278c0e8b6822ff4816b97b,0,
IAD/www/edit.php,IAD,.php,3861,17722c58e6dc792f6047ba6140eae89b00b8156e155f682292c53432bf2edba5,0,
IAD/www/fausses_annonces_session.csv,IAD,.csv,74043,ccd87f39b8e732d58ba833c08aa743c1194b11ce4148fb96838398b0d79655ed,0,
IAD/www/filter_profiles.php,IAD,.php,4699,be01334f6306d697bca63c37c22af426a2c4ee0542462aaef0f9f7c641334329,0,
IAD/www/form.php,IAD,.php,9387,45685ecf6b55b0f75518c2e47388c1ef54542a157730a20c93fcc9e7791c08d4,0,
IAD/www/head.inc.php,IAD,.php,1562,51f71accbe73f0cb69d796a03043a0ee70ce4b0173b757d0fff0a65036b3ab4c,0,
IAD/www/header.inc.php,IAD,.php,4756,488958d75994f75c087f8f72f2ef01fc55f6ab52a45041962b6ddcf58a4df65d,0,
IAD/www/index.php,IAD,.php,3610,62d58cead701d1c1b034921facbc3751244c1f49a7fcb686dfa686eafce98c38,0,
IAD/www/jaccard_classification.php,IAD,.php,4296,55e99588e273f95471d5514a47cc9d8c215259e83be91528150b4a7f1fa22cdb,0,
IAD/www/jaccard_similarity.php,IAD,.php,3785,5773810716497d2c801c78bb81ab7ea7cc37441b055215e5b45c005dd66cb6e6,0,
IAD/www/jaccard_similarity_profile.php,IAD,.php,4030,fbea8334258571b4577f9ab46475c8fba740df9fac32f10cc823c1bf243ee412,0,
IAD/www/jaro-winkler_classification.php,IAD,.php,5982,79a4e3bb0859ecb49958552e41a9ddb1cb9fe772a11727f1b0107c5740019a43,0,
IAD/www/jarowinkler_similarity.php,IAD,.php,5801,3fb854d1185d8a4d405a6dcee649f1b3cc8b6906e46fc08602307a043c3280cd,0,
IAD/www/jarowinkler_similarity_profile.php,IAD,.php,5410,c2d5eacfe9e471bc98e04b77da289e70cacd0aef6c8e4200dd850cb49d5bf004,0,
IAD/www/liste_annonce.php,IAD,.php,3349,5fa03f3e9bb92060ec8bdac41c9904d5958a59cea281983a3f4a084497cdd00f,0,
IAD/www/market_price_profile.php,IAD,.php,3531,86068cf2535425b3c4fd45a82966354b582e7205adf7c9c293a61c0b690a4bc3,0,
IAD/www/marketrate1_classification.php,IAD,.php,7711,655bafacfd5fdb453349afe5aaef81f1e45782ddf6c5096379a4f206a2d5a7a9,0,
IAD/www/marketrate2a_classification.php,IAD,.php,7732,3b03b7df7a973bdccfa35d14390fe934b7d8c475e76592d1e1ba2118c4ba44e3,0,
IAD/www/marketrate2b_classification.php,IAD,.php,7766,e672ae2f3fa99d81e466173b8be86e996e8541975406de68940584ae6b697bc5,0,
IAD/www/marketrate3_classification.php,IAD,.php,7738,f518990b3b39266bbc30035f85b570c3c9a5b00bfb0486d6baf5d04e481bce37,0,
IAD/www/modification_etat.php,IAD,.php,4949,62a3c601f251181620d9a5633c99ea9054a09d3e8aa920e52ee912169ea38f0b,0,
IAD/www/modifier_annonce.php,IAD,.php,2108,42b7f02ce2902428abb9ee7ddaad05fe542dcdad54aa5903ea9d5f7a3ad2f6e2,0,
IAD/www/mots_commun_annonces.php,IAD,.php,4233,a9093a0565693dc873d0b84e7a13e5219b3ac59a1944dbdbe74a871b64cd7585,0,
IAD/www/mots_commun_profile.php,IAD,.php,4125,302f6ad00babc9d8df34ad56fe40e350eedbbf37a0efc4979285bd142ebf61d6,0,
IAD/www/mySitengine.lib.php,IAD,.php,5570,8623d1db0571e83015d698ea830a1b7c380a716789c6f55616112ea9319a31d3,0,
IAD/www/photos.php,IAD,.php,3060,8bc3b2ad93a8acab1ceab114e78d98cee7650190d0cd8592d85a96d2bd41fe95,0,
IAD/www/profile.php,IAD,.php,20329,964a47d31752e55cced76c3b664cb4408a416b0963814b064c2845bbf7aea9d8,0,
IAD/www/profiles.php,IAD,.php,2021,b5f2ea2298dfaf934396ba8f450042f7728cc52d96109b022e43fe50cc47322d,0,
IAD/www/read.php,IAD,.php,2989,bf0188c244137edd60d31fbe437477b30d8bf5ff22e341d05dea02ca6003bf79,0,
IAD/www/redondance_classification.php,IAD,.php,10435,88a43171d228fbd90735af09046e67e076336c765541069efc58e1679b6f4393,0,
IAD/www/search.php,IAD,.php,4376,aaff1367a6ced17e3365caf1c981f49ec1f0e7d50408809d0b8d9b8503b4a16e,0,
IAD/www/statistiques.php,IAD,.php,4999,72d3061934b762769b9c73f2636ebd5e5d5699ae3e03dcac53bb91071b3a0ccb,0,
IAD/www/stats.php,IAD,.php,20212,263bbea905d1a3d187ad6a8d1015c5ee668020fbdebea568ca40812361a14c90,0,
IAD/www/temp.sys.php,IAD,.php,73,7e031e5a5e84649d23d1d84121b7f9b358c1f52263180db7b701aac56e78a217,0,
IAD/www/upload.php,IAD,.php,2614,95133bfd71580b0a8788ae663cd7f770626156f990e68708ef44451e9e6141f8,0,
IAD/www/validate.php,IAD,.php,1183,40041da2113f9768a4701e00c7b3ac94449018c84d5ea21a139275775bb99566,0,
IAD/www/xport.php,IAD,.php,2171,376fd5eec7a3cfc3b0329f06fec34fd81499a12d61fa46bdae6ca12f5a57ddd2,0,
Littérature/An investigation of crowdsourcing methods in enhancing the machine learning approach for detecting online recruitment fraud.pdf,Littérature,.pdf,2014240,69dfcca5a15d8810dfc5b8143c0272b0a8d99777969384c13ac696cc98ed8306,0,
Littérature/Criminologie.odt,Littérature,.odt,45437,ceee30a89ee260ddc7eaba8287b0d5b8315d1c2e1cfc5c963f7582bb85597a48,0,
Littérature/What You Can Scrape and What Is Right to Scrape- A Proposal for a Tool to Collect Public Facebook Data.pdf,Littérature,.pdf,251566,d1901774ca6d51f666437de2d2f55d99c57809f869a1bb033c9cec96ddeb6d9e,0,
Littérature/_A Hybrid Approach for Alluring Ads Phishing Attack Detection Using Machine Learning.pdf,Littérature,.pdf,3220106,0d6f04e1c8c798385053302528df0bf4763c5b13aa801ba82c612b418bb84fa9,0,
Littérature/_Ads-Guard - Predicting Fake Job Posts Using Machine Learning Models Ads.pdf,Littérature,.pdf,439086,8de4f74d893d61657293caafab7c95d7af6278690109fbc137409c64769db3ac,0,
Littérature/_An Anomaly Detection Method Based on Multiple LSTM-Autoencoder Models for In-Vehicule Network.pdf,Littérature,.pdf,5204347,648f86bf3d6cc40e0ba847340977471a3449abc433704860f515062ffec56d17,0,
Littérature/_Applying Routine Activity Theory to Cybercrime A Theoretical and Empirical Analysis.pdf,Littérature,.pdf,1587698,0bf85895fae05885baa7d8fec34b4d0616e4b8b807015f3ce4b0d2cdb3127b5e,0,
Littérature/_Crime_Survey_2022_Zusatzbericht_Cybercrime.pdf,Littérature,.pdf,325190,1efc57e83c1aa0448f113014a5ccfc5911df65f150e05fc86d24931f6e93340e,0,
Littérature/_Data Science Analysis of Malicious Advertisements and Threat Detection Automation for Cybersecurity Progress.pdf,Littérature,.pdf,896421,e679a46044f7d876c65209ed3874e8a10587774c8e73498d0e9c34e018db743c,0,
Littérature/_Discovering Fraud in Online Classified Ads.pdf,Littérature,.pdf,1340456,b2ec1253f177798e0fb53fa8b6fd894e4e1960fb8cb7ed9385ee3a7da1d0ae6e,0,
Littérature/_Evaluating the Performance of ChatGPT for Spam Email Detection.pdf,Littérature,.pdf,518592,bab44458741d35db442e1a1c853cf5eec8a94d1375404e2f4648a4d9b1350ecc,0,
Littérature/_Fraud in Online Classified Ads  Strategies  Risks  and Detection Methods  A Survey.pdf,Littérature,.pdf,2297635,a36656c85391e52ad23d7d9f8cef33bf9fdfd9f0887b8672d69888ffbe247d01,0,
Littérature/_Global Threat Report 2024.pdf,Littérature,.pdf,4105502,450cff17b05596b375ac1c220f2d04524b0e8c94b1d217e8b9e0a6a85995cd25,0,
Littérature/_Identification of Illegal Outdoor Advertisements Based on CLIP Fine-Tuning and OCR Technology.pdf,Littérature,.pdf,1395506,5e42819789fcd6169e8f3e42933ae212fc50f51eafe86707dc8337236233cbf2,0,
Littérature/_Insights into Cybercrime Detection and Response- A Review of Time Factor.pdf,Littérature,.pdf,1447184,3457ae4b40c0bda701791de8116dea443c5ca7445771656175dcb4a18de2b154,0,
Littérature/_La qualité de l’information dans les réseaux sociaux en ligne.pdf,Littérature,.pdf,324587,d977d79e4159ad3b2175e587450db567a4c816c4892ab20a791c880bfe387a8b,0,
